,motor_name,motor_price,listing_type,brand,model,engine_cap,classification,reg_date,coe_exp_date,mileage,no_of_owners,type_of_vehicle
450,Suzuki GSX-R1000,SGD$4500,Free Ad,Suzuki,Suzuki GSX-R1000,998cc,Class 2,16/01/2004,15/01/2024 (1yrs 14days COE left),100000km,5,Sport Bikes
451,BMW S1000XR,SGD$59500,Free Ad,BMW,BMW S1000XR,999cc,Class 2,16/07/2021,15/07/2031 (8yrs 6mths 14days COE left),24000km,1,Sport Tourers
452,Kawasaki Versys 650,SGD$17200,Free Ad,Kawasaki,Kawasaki Versys 650,649cc,Class 2,24/08/2011,12/09/2031 (8yrs 8mths 11days COE left),104669km,1,Sport Tourers
453,SYM VF3i,SGD$8800,Free Ad,SYM,SYM VF3i,183cc,Class 2B,22/09/2018,21/09/2028 (5yrs 8mths 20days COE left),89000km,1,Cubs
454,Ducati Monster 821,SGD$32000,Free Ad,Ducati,Ducati Monster 821,821cc,Class 2,30/11/2020,29/11/2030 (7yrs 10mths 28days COE left),23000km,1,Street Bikes
455,Honda NM4 Vultus,SGD$16200,Free Ad,Honda,Honda NM4 Vultus,745cc,Class 2,27/12/2017,26/12/2027 (4yrs 11mths 25days COE left),40588km,1,Cruiser
456,Yamaha Jupiter MX135,SGD$1888,Free Ad,Yamaha,Yamaha Jupiter MX135,134cc,Class 2B,23/07/2013,22/07/2023 (6mths 21days COE left),90000km,-,Cubs
457,Yamaha Xmax 300,SGD$17500,Free Ad,Yamaha,Yamaha Xmax 300,292cc,Class 2A,30/03/2020,29/03/2030 (7yrs 2mths 28days COE left),51000km,1,Scooters
458,Honda VT400S,SGD$14350,Free Ad,Honda,Honda VT400S,398cc,Class 2A,07/07/2011,30/06/2031 (8yrs 5mths 29days COE left),106000km,-,Cruiser
459,Honda CBR150R,SGD$12500,Free Ad,Honda,Honda CBR150R,149cc,Class 2B,18/01/2021,17/01/2031 (8yrs 16days COE left),25000km,1,Sport Bikes
460,Yamaha MT-03,SGD$10000,Free Ad,Yamaha,Yamaha MT-03,321cc,Class 2A,06/11/2017,05/11/2027 (4yrs 10mths 4days COE left),94000km,2,Street Bikes
461,Yamaha FZ6-N,SGD$9400,Free Ad,Yamaha,Yamaha FZ6-N,600cc,Class 2,10/09/2009,31/08/2029 (6yrs 7mths 30days COE left),57700km,-,Street Bikes
462,Yamaha Aerox 155,SGD$13800,Free Ad,Yamaha,Yamaha Aerox 155,155cc,Class 2B,18/10/2021,17/10/2031 (8yrs 9mths 16days COE left),-,1,Scooters
463,Yamaha YZF-R15,SGD$12950,Free Ad,Yamaha,Yamaha YZF-R15,155cc,Class 2B,15/03/2021,14/03/2031 (8yrs 2mths 13days COE left),8500km,1,Sport Bikes
464,Yamaha Xmax 300,SGD$21000,Free Ad,Yamaha,Yamaha Xmax 300,292cc,Class 2A,28/12/2021,27/12/2031 (8yrs 11mths 26days COE left),16000km,1,Scooters
465,Harley Davidson FLSTF Softail Fat Boy,SGD$12888,Free Ad,Harley Davidson,Harley Davidson FLSTF Softail Fat Boy,1340cc,Class 2,18/11/1996,30/04/2023 (3mths 29days COE left),-,5,Cruiser
466,Aprilia Scarabeo 200 CVT,SGD$800,Free Ad,Aprilia,Aprilia Scarabeo 200 CVT,181cc,Class 2B,07/05/2013,06/05/2023 (4mths 5days COE left),6000km,3,Scooters
467,Yamaha YDS2,SGD$9888,Free Ad,Yamaha,Yamaha YDS2,246cc,Class 2A,08/10/1964,05/07/2025 (2yrs 6mths 4days COE left),1268km,2,Classic Bikes
468,KTM RC200,SGD$6800,Free Ad,KTM,KTM RC200,200cc,Class 2B,07/12/2016,06/12/2026 (3yrs 11mths 5days COE left),25000km,3,Sport Bikes
469,Ducati Multistrada 1260 Pikes Peak,SGD$39000,Free Ad,Ducati,Ducati Multistrada 1260 Pikes Peak,1262cc,Class 2,08/06/2018,07/06/2028 (5yrs 5mths 6days COE left),13000km,2,Sport Tourers
470,Harley Davidson FLHRC Road King Classic,SGD$32000,Free Ad,Harley Davidson,Harley Davidson FLHRC Road King Classic,1690cc,Class 2,31/05/2011,30/05/2026 (3yrs 4mths 29days COE left),30000km,2,Cruiser
471,Honda CBR600RR,SGD$14000,Free Ad,Honda,Honda CBR600RR,599cc,Class 2,25/04/2011,31/03/2031 (8yrs 2mths 30days COE left),75525km,5,Sport Bikes
472,Suzuki Burgman 200 ABS,SGD$18300,Free Ad,Suzuki,Suzuki Burgman 200 ABS,200cc,Class 2B,08/02/2021,07/02/2031 (8yrs 1mths 6days COE left),9300km,1,Scooters
473,Yamaha YZF-R15,SGD$11388,Free Ad,Yamaha,Yamaha YZF-R15,155cc,Class 2,01/03/2019,28/02/2029 (6yrs 1mths 27days COE left),23300km,2,Sport Bikes
474,Harley Davidson XL50 Sportster 50th Annv,SGD$16000,Free Ad,Harley Davidson,Harley Davidson XL50 Sportster 50th Annv,1200cc,Class 2,15/02/2007,14/02/2027 (4yrs 1mths 13days COE left),102000km,2,Cruiser
475,Yamaha FZN150i,SGD$5000,Free Ad,Yamaha,Yamaha FZN150i,149cc,Class 2B,12/03/2015,11/03/2025 (2yrs 2mths 10days COE left),104000km,3,Street Bikes
476,Honda NC700XA,SGD$5000,Free Ad,Honda,Honda NC700XA,670cc,Class 2,11/04/2013,10/04/2023 (3mths 9days COE left),8492km,2,Sport Tourers
477,Suzuki GSX-R1300 Hayabusa,SGD$21888,Free Ad,Suzuki,Suzuki GSX-R1300 Hayabusa,1340cc,Class 2,10/12/2009,09/12/2029 (6yrs 11mths 8days COE left),90000km,3,Sport Bikes
478,Ducati SuperSport S,SGD$33000,Free Ad,Ducati,Ducati SuperSport S,937cc,Class 2,07/05/2018,06/05/2028 (5yrs 4mths 5days COE left),18000km,2,Sport Bikes
479,Vespa LX150,SGD$12000,Free Ad,Vespa,Vespa LX150,151cc,Class 2B,19/08/2011,31/07/2031 (8yrs 6mths 30days COE left),79500km,2,Scooters
480,Yamaha Sniper 150,SGD$11000,Free Ad,Yamaha,Yamaha Sniper 150,150cc,Class 2B,07/02/2020,06/02/2030 (7yrs 1mths 5days COE left),34356km,1,Cubs
481,Honda CBR400R,SGD$5188,Free Ad,Honda,Honda CBR400R,399cc,Class 2A,09/05/2014,08/05/2024 (1yrs 4mths 7days COE left),130000km,3,Sport Bikes
482,Yamaha Sniper 155,SGD$16500,Free Ad,Yamaha,Yamaha Sniper 155,155cc,Class 2B,25/11/2022,24/11/2032 (9yrs 10mths 23days COE left),800km,1,Cubs
483,Yamaha YBR125,SGD$6900,Free Ad,Yamaha,Yamaha YBR125,124cc,Class 2B,03/04/2009,28/02/2029 (6yrs 1mths 27days COE left),48000km,1,Street Bikes
484,Suzuki GSX-R1300 Hayabusa,SGD$16600,Free Ad,Suzuki,Suzuki GSX-R1300 Hayabusa,1340cc,Class 2,21/08/2008,20/08/2028 (5yrs 7mths 19days COE left),158000km,3,Sport Bikes
485,Ducati Streetfighter V4S,SGD$66000,Free Ad,Ducati,Ducati Streetfighter V4S,1103cc,Class 2,31/03/2021,30/03/2031 (8yrs 2mths 29days COE left),5000km,1,Sport Bikes
486,Yamaha Tmax 530,SGD$13800,Free Ad,Yamaha,Yamaha Tmax 530,530cc,Class 2,08/08/2015,07/08/2025 (2yrs 7mths 6days COE left),59000km,-,Scooters
487,Gilera ST200 Runner,SGD$4288,Free Ad,Gilera,Gilera ST200 Runner,198cc,Class 2B,25/11/2014,24/11/2024 (1yrs 10mths 23days COE left),-,-,Scooters
488,Honda CRF1000A Africa Twin,SGD$23000,Free Ad,Honda,Honda CRF1000A Africa Twin,998cc,Class 2,28/11/2016,27/11/2026 (3yrs 10mths 26days COE left),20000km,2,Sport Tourers
489,Kawasaki Z1000SX,SGD$8500,Free Ad,Kawasaki,Kawasaki Z1000SX,1043cc,Class 2,02/04/2014,01/04/2024 (1yrs 3mths COE left),42000km,3,Sport Bikes
490,Ducati Multistrada 1200,SGD$18500,Free Ad,Ducati,Ducati Multistrada 1200,1198cc,Class 2,23/06/2010,22/06/2030 (7yrs 5mths 21days COE left),83935km,4,Sport Tourers
491,Vespa GS150,SGD$10000,Free Ad,Vespa,Vespa GS150,155cc,Class 2B,29/12/2018,28/12/2028 (5yrs 11mths 27days COE left),69270km,1,Scooters
492,Suzuki V-Strom 650,SGD$12000,Free Ad,Suzuki,Suzuki V-Strom 650,645cc,Class 2,10/06/2010,09/06/2030 (7yrs 5mths 8days COE left),80000km,2,Sport Tourers
493,Vespa GTS 300 Supertech HPE,SGD$19888,Free Ad,Vespa,Vespa GTS 300 Supertech HPE,278cc,Class 2A,12/06/2020,11/06/2030 (7yrs 5mths 10days COE left),21000km,2,Scooters
494,Ducati Multistrada 1200 ABS,SGD$17500,Free Ad,Ducati,Ducati Multistrada 1200 ABS,1198cc,Class 2,09/09/2011,31/08/2031 (8yrs 7mths 30days COE left),32200km,3,Sport Tourers
495,BMW F800GS,SGD$16000,Free Ad,BMW,BMW F800GS,798cc,Class 2,21/12/2010,20/12/2030 (7yrs 11mths 19days COE left),100387km,2,Sport Tourers
496,Yamaha MT-15,SGD$13000,Free Ad,Yamaha,Yamaha MT-15,155cc,Class 2B,17/07/2019,16/07/2029 (6yrs 6mths 15days COE left),45999km,2,Street Bikes
497,Harley Davidson Roadster,SGD$25000,Free Ad,Harley Davidson,Harley Davidson Roadster,1202cc,Class 2,05/04/2017,04/04/2027 (4yrs 3mths 3days COE left),22822km,2,Cruiser
498,Aprilia RSV4 RF,SGD$28500,Free Ad,Aprilia,Aprilia RSV4 RF,999cc,Class 2,03/03/2017,02/03/2027 (4yrs 2mths 1days COE left),17000km,2,Sport Bikes
499,SYM Joymax 300i,SGD$1500,Free Ad,SYM,SYM Joymax 300i,278cc,Class 2A,08/03/2013,07/03/2023 (2mths 6days COE left),40000km,4,Scooters
500,Honda Wave 125,SGD$6000,Free Ad,Honda,Honda Wave 125,125cc,Class 2B,25/06/2005,30/04/2025 (2yrs 3mths 29days COE left),23759km,2,Cubs
501,Yamaha YZF-R15,SGD$11500,Free Ad,Yamaha,Yamaha YZF-R15,155cc,Class 2B,11/09/2019,10/09/2029 (6yrs 8mths 9days COE left),68000km,1,Sport Bikes
502,Yamaha YZF-R15,SGD$15888,Free Ad,Yamaha,Yamaha YZF-R15,155cc,Class 2B,13/10/2021,12/10/2031 (8yrs 9mths 11days COE left),13000km,1,Sport Bikes
503,Ducati Hypermotard 950 RVE,SGD$33500,Free Ad,Ducati,Ducati Hypermotard 950 RVE,937cc,Class 2,30/12/2020,29/12/2030 (7yrs 11mths 28days COE left),10370km,2,Super Motards
504,KTM 200 Duke,SGD$7000,Free Ad,KTM,KTM 200 Duke,200cc,Class 2B,11/05/2016,10/05/2026 (3yrs 4mths 9days COE left),53000km,4,Street Bikes
505,Harley Davidson FXDB Dyna Street Bob,SGD$21888,Free Ad,Harley Davidson,Harley Davidson FXDB Dyna Street Bob,1584cc,Class 2,24/02/2014,23/02/2024 (1yrs 1mths 22days COE left),31000km,2,Cruiser
506,Honda TA200 Phantom,SGD$2900,Free Ad,Honda,Honda TA200 Phantom,197cc,Class 2B,03/12/2003,02/12/2023 (11mths 1days COE left),108800km,-,Cruiser
507,SYM GTS 200,SGD$3250,Free Ad,SYM,SYM GTS 200,172cc,Class 2B,09/01/2014,08/01/2024 (1yrs 7days COE left),71410km,2,Scooters
508,Yamaha Sniper 150,SGD$9999,Free Ad,Yamaha,Yamaha Sniper 150,150cc,Class 2B,06/04/2018,05/04/2028 (5yrs 3mths 4days COE left),61600km,2,Cubs
509,SYM HD2 200I,SGD$8800,Free Ad,SYM,SYM HD2 200I,172cc,Class 2B,29/07/2019,28/07/2029 (6yrs 6mths 27days COE left),23774km,1,Scooters
510,Honda CBR600RR,SGD$18000,Free Ad,Honda,Honda CBR600RR,599cc,Class 2,23/04/2010,31/01/2030 (7yrs 30days COE left),119000km,6,Sport Bikes
511,Yamaha YZF-R3,SGD$15500,Free Ad,Yamaha,Yamaha YZF-R3,321cc,Class 2A,30/08/2019,29/08/2029 (6yrs 7mths 28days COE left),30437km,2,Sport Bikes
512,Honda CBR1000RR,SGD$8500,Free Ad,Honda,Honda CBR1000RR,998cc,Class 2,12/08/2006,28/02/2025 (2yrs 1mths 27days COE left),137941km,4,Sport Bikes
513,Kymco AK550,SGD$18000,Free Ad,Kymco,Kymco AK550,550cc,Class 2,01/11/2017,31/10/2027 (4yrs 9mths 30days COE left),12000km,1,Scooters
514,Honda Wave 125,SGD$3888,Free Ad,Honda,Honda Wave 125,125cc,Class 2B,23/09/2009,27/09/2024 (1yrs 8mths 26days COE left),78000km,3,Cubs
515,Yamaha YZF-R125,SGD$8888,Free Ad,Yamaha,Yamaha YZF-R125,125cc,Class 2B,18/12/2012,30/11/2027 (4yrs 10mths 29days COE left),77777km,3,Sport Bikes
516,Yamaha T135 Spark,SGD$11000,Free Ad,Yamaha,Yamaha T135 Spark,135cc,Class 2B,25/09/2009,31/08/2029 (6yrs 7mths 30days COE left),-,3,Cubs
517,Ducati Monster 696,SGD$11000,Free Ad,Ducati,Ducati Monster 696,696cc,Class 2,07/07/2015,06/07/2025 (2yrs 6mths 5days COE left),4800km,5,Street Bikes
518,Suzuki GSX-R1300 Hayabusa,SGD$22222,Free Ad,Suzuki,Suzuki GSX-R1300 Hayabusa,1340cc,Class 2,21/11/2008,20/11/2028 (5yrs 10mths 19days COE left),135000km,-,Sport Bikes
519,Harley Davidson VRSCX V-Rod Limited Edition,SGD$23000,Free Ad,Harley Davidson,Harley Davidson VRSCX V-Rod Limited Edition,1246cc,Class 2,23/08/2007,22/08/2027 (4yrs 7mths 21days COE left),8800km,2,Cruiser
520,Rieju Marathon Pro 200,Carry On Installment,Free Ad,Rieju,Rieju Marathon Pro 200,183cc,Class 2B,13/03/2017,12/03/2027 (4yrs 2mths 11days COE left),13000km,2,Super Motards
521,Honda CB400 Super 4 Spec 2,SGD$4500,Free Ad,Honda,Honda CB400 Super 4 Spec 2,399cc,Class 2A,04/06/2004,31/01/2024 (1yrs 30days COE left),90000km,3,Street Bikes
522,Honda CBR400R,SGD$7500,Free Ad,Honda,Honda CBR400R,399cc,Class 2A,14/10/2014,13/10/2024 (1yrs 9mths 12days COE left),90000km,2,Sport Bikes
523,Yamaha Jupiter MX135,SGD$1300,Free Ad,Yamaha,Yamaha Jupiter MX135,134cc,Class 2B,18/02/2013,17/02/2023 (1mths 16days COE left),8689km,1,Cubs
524,Honda CB750F,SGD$5200,Free Ad,Honda,Honda CB750F,747cc,Class 2,07/03/2003,06/03/2023 (2mths 5days COE left),100000km,3,Street Bikes
525,Bajaj Pulsar NS200,SGD$2100,Free Ad,Bajaj,Bajaj Pulsar NS200,200cc,Class 2B,26/08/2013,25/08/2023 (7mths 24days COE left),98000km,2,Street Bikes
526,Honda CBF190X Fighthawk,SGD$7500,Free Ad,Honda,Honda CBF190X Fighthawk,184cc,Class 2B,25/08/2017,24/08/2027 (4yrs 7mths 23days COE left),83000km,3,Sport Tourers
527,Triumph Tiger 800 XRx,SGD$16000,Free Ad,Triumph,Triumph Tiger 800 XRx,800cc,Class 2,16/02/2017,15/02/2027 (4yrs 1mths 14days COE left),90000km,2,Sport Tourers
528,Yamaha Sniper 150,SGD$5500,Free Ad,Yamaha,Yamaha Sniper 150,150cc,Class 2B,17/05/2016,16/05/2026 (3yrs 4mths 15days COE left),45000km,1,Cubs
529,Honda CB400 Super 4 Revo,SGD$9000,Free Ad,Honda,Honda CB400 Super 4 Revo,399cc,Class 2A,15/07/2008,31/03/2027 (4yrs 2mths 30days COE left),148000km,4,Street Bikes
530,Yamaha FZ16,SGD$7088,Free Ad,Yamaha,Yamaha FZ16,153cc,Class 2B,09/04/2012,08/04/2027 (4yrs 3mths 7days COE left),90000km,4,Street Bikes
531,Honda CB400 Super 4 Bold'or,SGD$12345,Free Ad,Honda,Honda CB400 Super 4 Bold'or,399cc,Class 2A,06/06/2008,05/06/2028 (5yrs 5mths 4days COE left),190000km,1,Street Bikes
532,KTM 200 Duke,SGD$5900,Free Ad,KTM,KTM 200 Duke,200cc,Class 2B,26/12/2015,25/12/2025 (2yrs 11mths 24days COE left),53861km,2,Street Bikes
533,Yamaha Tmax 530,SGD$13500,Free Ad,Yamaha,Yamaha Tmax 530,530cc,Class 2,24/03/2016,23/03/2026 (3yrs 2mths 22days COE left),54000km,1,Scooters
534,Honda CB400 Super 4 Spec 3,SGD$8800,Free Ad,Honda,Honda CB400 Super 4 Spec 3,399cc,Class 2A,22/03/2005,31/01/2025 (2yrs 30days COE left),200000km,4,Street Bikes
535,Yamaha TTX115,SGD$2500,Free Ad,Yamaha,Yamaha TTX115,114cc,Class 2B,07/10/2013,06/10/2023 (9mths 5days COE left),30000km,7,Scooters
536,Honda Adv 150,SGD$16888,Free Ad,Honda,Honda Adv 150,149cc,Class 2B,25/01/2021,24/01/2031 (8yrs 23days COE left),4600km,1,Scooters
537,Honda TA200 Phantom,SGD$8400,Free Ad,Honda,Honda TA200 Phantom,197cc,Class 2B,21/11/2007,20/11/2027 (4yrs 10mths 19days COE left),58700km,4,Cruiser
538,BMW R NineT,SGD$20000,Free Ad,BMW,BMW R NineT,1170cc,Class 2,13/11/2014,12/11/2024 (1yrs 10mths 11days COE left),23000km,3,Street Bikes
539,Zontes ZT150G,SGD$13000,Free Ad,Zontes,Zontes ZT150G,155cc,Class 2B,10/06/2021,09/06/2031 (8yrs 5mths 8days COE left),26000km,1,Street Bikes
540,Ducati Scrambler Full Throttle,SGD$24000,Free Ad,Ducati,Ducati Scrambler Full Throttle,803cc,Class 2,13/12/2018,12/12/2028 (5yrs 11mths 11days COE left),4000km,1,Street Bikes
541,Yamaha FZ16 ST,SGD$8000,Free Ad,Yamaha,Yamaha FZ16 ST,153cc,Class 2B,08/09/2012,31/08/2027 (4yrs 7mths 30days COE left),99999km,2,Street Bikes
542,Yamaha Aerox 155,SGD$13900,Free Ad,Yamaha,Yamaha Aerox 155,155cc,Class 2B,18/04/2020,17/04/2030 (7yrs 3mths 16days COE left),380000km,1,Scooters
543,Honda Rebel 500,SGD$18000,Free Ad,Honda,Honda Rebel 500,471cc,Class 2,29/10/2019,28/10/2029 (6yrs 9mths 27days COE left),10000km,1,Street Bikes
544,Yamaha SDR200,SGD$23888,Free Ad,Yamaha,Yamaha SDR200,195cc,Class 2B,01/03/1985,31/01/2030 (7yrs 30days COE left),-,-,Street Bikes
545,Yamaha YZF-R15,SGD$14800,Free Ad,Yamaha,Yamaha YZF-R15,155cc,Class 2B,21/09/2020,20/09/2030 (7yrs 8mths 19days COE left),1100km,1,Sport Bikes
546,Harley Davidson Fat Boy Special,SGD$35000,Free Ad,Harley Davidson,Harley Davidson Fat Boy Special,1801cc,Class 2,23/05/2016,22/05/2026 (3yrs 4mths 21days COE left),18000km,1,Cruiser
547,Yamaha Xmax 300,SGD$17000,Free Ad,Yamaha,Yamaha Xmax 300,292cc,Class 2A,02/11/2018,01/11/2028 (5yrs 10mths COE left),55000km,1,Scooters
548,Yamaha MT-01,SGD$11425,Free Ad,Yamaha,Yamaha MT-01,1670cc,Class 2,27/05/2005,26/05/2025 (2yrs 4mths 25days COE left),95000km,7,Street Bikes
549,Kawasaki Z1000SX,SGD$8000,Free Ad,Kawasaki,Kawasaki Z1000SX,1043cc,Class 2,06/03/2013,05/03/2023 (2mths 4days COE left),97500km,2,Sport Bikes
550,Harley Davidson FXDWG Dyna Wide Glide,SGD$18000,Free Ad,Harley Davidson,Harley Davidson FXDWG Dyna Wide Glide,1450cc,Class 2,07/10/2003,30/09/2023 (8mths 29days COE left),28000km,2,Cruiser
551,Bajaj Pulsar NS200,SGD$4500,Free Ad,Bajaj,Bajaj Pulsar NS200,200cc,Class 2B,07/03/2014,06/03/2024 (1yrs 2mths 5days COE left),43000km,1,Street Bikes
552,Zontes V310,SGD$14600,Free Ad,Zontes,Zontes V310,312cc,Class 2A,12/08/2021,11/08/2031 (8yrs 7mths 10days COE left),26000km,1,Street Bikes
553,Vespa Primavera 150,SGD$10999,Free Ad,Vespa,Vespa Primavera 150,155cc,Class 2B,08/02/2018,07/02/2028 (5yrs 1mths 6days COE left),25000km,3,Scooters
554,Ducati 1199 Panigale,SGD$36000,Free Ad,Ducati,Ducati 1199 Panigale,1198cc,Class 2,29/10/2012,28/10/2032 (9yrs 9mths 27days COE left),45000km,2,Sport Bikes
555,Ducati Hypermotard 796,SGD$15588,Free Ad,Ducati,Ducati Hypermotard 796,803cc,Class 2,12/04/2012,31/03/2032 (9yrs 2mths 30days COE left),67888km,7,Super Motards
556,Triumph Tiger Explorer,SGD$14500,Free Ad,Triumph,Triumph Tiger Explorer,1215cc,Class 2,21/03/2017,20/03/2027 (4yrs 2mths 19days COE left),57000km,2,Sport Tourers
557,Honda Adv 150,SGD$15500,Free Ad,Honda,Honda Adv 150,149cc,Class 2B,15/09/2020,14/09/2030 (7yrs 8mths 13days COE left),8855km,1,Scooters
558,Yamaha XSR155,SGD$17000,Free Ad,Yamaha,Yamaha XSR155,155cc,Class 2B,13/07/2022,12/07/2032 (9yrs 6mths 11days COE left),1381km,1,Street Bikes
559,Triumph Tiger Explorer,SGD$9988,Free Ad,Triumph,Triumph Tiger Explorer,1215cc,Class 2,09/06/2014,08/06/2024 (1yrs 5mths 7days COE left),76000km,2,Sport Tourers
560,Suzuki GSR750,SGD$20000,Free Ad,Suzuki,Suzuki GSR750,749cc,Class 2,08/06/2012,07/06/2032 (9yrs 5mths 6days COE left),17300km,1,Street Bikes
561,Yamaha MT-09 Tracer,SGD$13000,Free Ad,Yamaha,Yamaha MT-09 Tracer,847cc,Class 2,15/08/2015,14/08/2025 (2yrs 7mths 13days COE left),72055km,2,Sport Tourers
562,Suzuki V-Strom 650,SGD$8000,Free Ad,Suzuki,Suzuki V-Strom 650,645cc,Class 2,03/04/2006,02/04/2026 (3yrs 3mths 1days COE left),139000km,5,Sport Tourers
563,Adiva AD1 200,SGD$9600,Free Ad,Adiva,Adiva AD1 200,190cc,Class 2B,22/12/2017,21/12/2027 (4yrs 11mths 20days COE left),50000km,-,Three Wheeler
564,Honda CBF150,SGD$6800,Free Ad,Honda,Honda CBF150,149cc,Class 2B,06/11/2008,05/11/2028 (5yrs 10mths 4days COE left),90642km,3,Street Bikes
565,Yamaha YZF-R15,SGD$5800,Free Ad,Yamaha,Yamaha YZF-R15,150cc,Class 2B,07/09/2016,06/09/2026 (3yrs 8mths 5days COE left),151969km,1,Sport Bikes
566,Yamaha MT-03,SGD$14500,Free Ad,Yamaha,Yamaha MT-03,321cc,Class 2A,06/12/2019,05/12/2029 (6yrs 11mths 4days COE left),54000km,1,Street Bikes
567,Harley Davidson FLHRCI Road King Classic,SGD$23230,Free Ad,Harley Davidson,Harley Davidson FLHRCI Road King Classic,1450cc,Class 2,29/04/2004,28/04/2024 (1yrs 3mths 27days COE left),70000km,2,Cruiser
568,Ducati Hypermotard 821,SGD$13500,Free Ad,Ducati,Ducati Hypermotard 821,821cc,Class 2,10/09/2015,09/09/2025 (2yrs 8mths 8days COE left),37000km,3,Super Motards
569,Honda CB400 Super 4 Revo,SGD$13000,Free Ad,Honda,Honda CB400 Super 4 Revo,399cc,Class 2A,17/12/2008,31/01/2028 (5yrs 30days COE left),129000km,5,Street Bikes
570,Honda NM4 Vultus,SGD$13800,Free Ad,Honda,Honda NM4 Vultus,745cc,Class 2,10/02/2015,09/02/2025 (2yrs 1mths 8days COE left),54800km,2,Cruiser
571,Yamaha TTX115,SGD$2500,Free Ad,Yamaha,Yamaha TTX115,114cc,Class 2B,27/12/2013,26/12/2023 (11mths 25days COE left),66666km,3,Scooters
572,Yamaha Jupiter MX135,SGD$4000,Free Ad,Yamaha,Yamaha Jupiter MX135,134cc,Class 2B,18/11/2014,17/11/2024 (1yrs 10mths 16days COE left),15000km,1,Cubs
573,Ducati 1199 Panigale,SGD$40000,Free Ad,Ducati,Ducati 1199 Panigale,1198cc,Class 2,18/06/2012,17/06/2032 (9yrs 5mths 16days COE left),35000km,8,Sport Bikes
574,Yamaha Fino 115,SGD$2300,Free Ad,Yamaha,Yamaha Fino 115,114cc,Class 2B,11/02/2009,31/01/2024 (1yrs 30days COE left),83956km,7,Scooters
575,Zontes X310,SGD$14000,Free Ad,Zontes,Zontes X310,312cc,Class 2A,11/02/2020,10/02/2030 (7yrs 1mths 9days COE left),29500km,1,Sport Bikes
576,KTM 390 Duke,SGD$8500,Free Ad,KTM,KTM 390 Duke,373cc,Class 2A,28/04/2016,27/04/2026 (3yrs 3mths 26days COE left),49999km,3,Street Bikes
577,Yamaha YZF-R15,SGD$9998,Free Ad,Yamaha,Yamaha YZF-R15,155cc,Class 2B,22/01/2018,23/01/2028 (5yrs 22days COE left),45000km,3,Sport Bikes
578,Honda Winner X 150,SGD$13800,Free Ad,Honda,Honda Winner X 150,149cc,Class 2B,26/03/2021,25/03/2031 (8yrs 2mths 24days COE left),1505km,1,Cubs
579,Yamaha YZF-R15,Carry On Installment,Free Ad,Yamaha,Yamaha YZF-R15,155cc,Class 2B,26/09/2020,25/09/2030 (7yrs 8mths 24days COE left),40000km,-,Sport Bikes
580,Yamaha MT-09 Tracer,SGD$16000,Free Ad,Yamaha,Yamaha MT-09 Tracer,847cc,Class 2,19/04/2016,18/04/2026 (3yrs 3mths 17days COE left),50000km,1,Sport Tourers
581,Yamaha RXZ,SGD$11000,Free Ad,Yamaha,Yamaha RXZ,133cc,Class 2B,08/09/1989,31/05/2029 (6yrs 4mths 30days COE left),100000km,-,Street Bikes
582,Honda NC700X,SGD$8800,Free Ad,Honda,Honda NC700X,670cc,Class 2,13/06/2012,31/08/2027 (4yrs 7mths 30days COE left),-,5,Sport Tourers
583,Yamaha YZF-R15,SGD$15000,Free Ad,Yamaha,Yamaha YZF-R15,155cc,Class 2B,08/02/2021,07/02/2031 (8yrs 1mths 6days COE left),22000km,1,Sport Bikes
584,BMW G310GS,SGD$13200,Free Ad,BMW,BMW G310GS,313cc,Class 2A,13/04/2018,12/04/2028 (5yrs 3mths 11days COE left),31000km,1,Sport Tourers
585,Yamaha Tmax 530,SGD$9995,Free Ad,Yamaha,Yamaha Tmax 530,530cc,Class 2,27/08/2014,26/08/2024 (1yrs 7mths 25days COE left),-,3,Scooters
586,BMW G310GS,SGD$16000,Free Ad,BMW,BMW G310GS,313cc,Class 2A,21/06/2019,20/06/2029 (6yrs 5mths 19days COE left),-,-,Sport Tourers
587,Yamaha MT-15,SGD$12700,Free Ad,Yamaha,Yamaha MT-15,155cc,Class 2B,05/12/2019,04/12/2029 (6yrs 11mths 3days COE left),61500km,1,Street Bikes
588,Kawasaki EX300 Ninja,SGD$950,Free Ad,Kawasaki,Kawasaki EX300 Ninja,296cc,Class 2A,03/01/2013,02/01/2023 (1days COE left),160000km,2,Sport Bikes
589,Yamaha YBR125,SGD$1500,Free Ad,Yamaha,Yamaha YBR125,124cc,Class 2B,18/07/2013,17/07/2023 (6mths 16days COE left),50000km,2,Street Bikes
590,Harley Davidson Fat Boy,SGD$52000,Free Ad,Harley Davidson,Harley Davidson Fat Boy,1745cc,Class 2,22/03/2021,21/03/2031 (8yrs 2mths 20days COE left),7900km,1,Cruiser
591,Can-Am Spyder RS-S SE5,SGD$26000,Free Ad,Can-Am,Can-Am Spyder RS-S SE5,998cc,Class 2,26/11/2010,30/09/2030 (7yrs 8mths 29days COE left),20000km,2,Three Wheeler
592,BMW C400X,SGD$21500,Free Ad,BMW,BMW C400X,350cc,Class 2A,30/12/2020,29/12/2030 (7yrs 11mths 28days COE left),19509km,2,Scooters
593,Harley Davidson Fat Boy,SGD$26888,Free Ad,Harley Davidson,Harley Davidson Fat Boy,1450cc,Class 2,10/12/1999,28/02/2029 (6yrs 1mths 27days COE left),70000km,6,Cruiser
