,motor_name,motor_price,Brand,model,engine_cap,classification,type_of_vehicle
1160,Keeway RKR 125,0,keeway,Keeway RKR 125,125,Class 2B,Sport Bikes
1161,Keeway RKS125,0,keeway,Keeway RKS125,125,Class 2B,Street Bikes
1162,Keeway RKV125 Sport,0,keeway,Keeway RKV125 Sport,125,Class 2B,Street Bikes
1163,Keeway RKV200S,0,keeway,Keeway RKV200S,197,Class 2B,Street Bikes
1164,Keeway SilverBlade 125,0,keeway,Keeway SilverBlade 125,124,Class 2B,Scooters
1165,Keeway SilverBlade 250,0,keeway,Keeway SilverBlade 250,249,Class 2A,Scooters
1166,Keeway Superlight 125 Limited,0,keeway,Keeway Superlight 125 Limited,124,Class 2B,Cruiser
1167,Keeway Superlight 125 SE,0,keeway,Keeway Superlight 125 SE,124,Class 2B,Cruiser
1168,Keeway TX125 Enduro,0,keeway,Keeway TX125 Enduro,125,Class 2B,Super Motards
1169,Keeway TX125 SM,0,keeway,Keeway TX125 SM,125,Class 2B,Super Motards
1170,Keeway X-Light 125,0,keeway,Keeway X-Light 125,125,Class 2B,Street Bikes
1171,Keeway Zahara 125,0,keeway,Keeway Zahara 125,124,Class 2B,Scooters
1172,Kove 321RR,0,kove,Kove 321RR,322,Class 2A,Sport Bikes
1173,Kove 400X,0,kove,Kove 400X,378,Class 2A,Sport Tourers
1174,KTM 1090 Adventure,0,ktm,KTM 1090 Adventure,1050,Class 2,Sport Tourers
1175,KTM 1090 Adventure R,0,ktm,KTM 1090 Adventure R,1050,Class 2,Sport Tourers
1176,KTM 1190 Adventure,0,ktm,KTM 1190 Adventure,1195,Class 2,Sport Tourers
1177,KTM 125 Duke,0,ktm,KTM 125 Duke,124,Class 2B,Street Bikes
1178,KTM 1290 Super Adventure R,0,ktm,KTM 1290 Super Adventure R,1301,Class 2,Sport Tourers
1179,KTM 1290 Super Adventure S,0,ktm,KTM 1290 Super Adventure S,1301,Class 2,Sport Tourers
1180,KTM 1290 Super Duke GT,0,ktm,KTM 1290 Super Duke GT,1301,Class 2,Street Bikes
1181,KTM 1290 Super Duke R,0,ktm,KTM 1290 Super Duke R,1301,Class 2,Street Bikes
1182,KTM 200 Duke,0,ktm,KTM 200 Duke,199,Class 2B,Street Bikes
1183,KTM 250 EXC TPI,0,ktm,KTM 250 EXC TPI,249,Class 2A,Scrambler/Dirt Bike
1184,KTM 250 EXC TPI Six Days,0,ktm,KTM 250 EXC TPI Six Days,249,Class 2A,Scrambler/Dirt Bike
1185,KTM 250 EXC-F,0,ktm,KTM 250 EXC-F,250,Class 2A,Scrambler/Dirt Bike
1186,KTM 250 EXC-F Six Days,0,ktm,KTM 250 EXC-F Six Days,250,Class 2A,Scrambler/Dirt Bike
1187,KTM 250 SX-F,0,ktm,KTM 250 SX-F,250,Class 2A,Scrambler/Dirt Bike
1188,KTM 300 EXC TPI,0,ktm,KTM 300 EXC TPI,293,Class 2A,Scrambler/Dirt Bike
1189,KTM 300 EXC TPI Six Days,0,ktm,KTM 300 EXC TPI Six Days,293,Class 2A,Scrambler/Dirt Bike
1190,KTM 300 XC,0,ktm,KTM 300 XC,293,Class 2A,Scrambler/Dirt Bike
1191,KTM 300 XC-W TPI,0,ktm,KTM 300 XC-W TPI,293,Class 2A,Scrambler/Dirt Bike
1192,KTM 300 XC-W TPI Six Days,0,ktm,KTM 300 XC-W TPI Six Days,293,Class 2A,Scrambler/Dirt Bike
1193,KTM 350 EXC-F,0,ktm,KTM 350 EXC-F,349,Class 2A,Scrambler/Dirt Bike
1194,KTM 350 EXC-F Six Days,0,ktm,KTM 350 EXC-F Six Days,350,Class 2A,Scrambler/Dirt Bike
1195,KTM 350 Freeride,0,ktm,KTM 350 Freeride,349,Class 2A,Scrambler/Dirt Bike
1196,KTM 350 SX-F,0,ktm,KTM 350 SX-F,350,Class 2A,Scrambler/Dirt Bike
1197,KTM 390 Adventure,0,ktm,KTM 390 Adventure,373,Class 2A,Sport Tourers
1198,KTM 390 Duke,0,ktm,KTM 390 Duke,373,Class 2A,Street Bikes
1199,KTM 450 EXC-F Six Days,0,ktm,KTM 450 EXC-F Six Days,449,Class 2,Scrambler/Dirt Bike
1200,KTM 450 XC-F,0,ktm,KTM 450 XC-F,450,Class 2,Scrambler/Dirt Bike
1201,KTM 500 EXC-F,0,ktm,KTM 500 EXC-F,510,Class 2,Scrambler/Dirt Bike
1202,KTM 500 EXC-F Six Days,0,ktm,KTM 500 EXC-F Six Days,510,Class 2,Scrambler/Dirt Bike
1203,KTM 690 Duke,0,ktm,KTM 690 Duke,690,Class 2,Street Bikes
1204,KTM 690 Enduro R,0,ktm,KTM 690 Enduro R,690,Class 2,Scrambler/Dirt Bike
1205,KTM 690 SMC R,0,ktm,KTM 690 SMC R,690,Class 2,Super Motards
1206,KTM 790 Adventure,0,ktm,KTM 790 Adventure,799,Class 2,Sport Tourers
1207,KTM 790 Adventure R,0,ktm,KTM 790 Adventure R,799,Class 2,Sport Tourers
1208,KTM 790 Duke,0,ktm,KTM 790 Duke,799,Class 2,Street Bikes
1209,KTM 890 Duke,0,ktm,KTM 890 Duke,890,Class 2,Street Bikes
1210,KTM RC200,0,ktm,KTM RC200,199,Class 2B,Sport Bikes
1211,KTM RC390,0,ktm,KTM RC390,373,Class 2A,Sport Bikes
1212,Kymco AK550,0,kymco,Kymco AK550,550,Class 2,Scooters
1213,Kymco Downtown 200I,0,kymco,Kymco Downtown 200I,205,Class 2B,Scooters
1214,Kymco Downtown 300I,0,kymco,Kymco Downtown 300I,298,Class 2A,Scooters
1215,Kymco Downtown 350I,0,kymco,Kymco Downtown 350I,320,Class 2A,Scooters
1216,Kymco DTX 360,0,kymco,Kymco DTX 360,320,Class 2A,Scooters
1217,Kymco K-XCT200I,0,kymco,Kymco K-XCT200I,199,Class 2B,Scooters
1218,Kymco KRV180,0,kymco,Kymco KRV180,175,Class 2B,Scooters
1219,Kymco Like 150i Abs,0,kymco,Kymco Like 150i Abs,150,Class 2B,Scooters
1220,Kymco Myroad 700I,0,kymco,Kymco Myroad 700I,699,Class 2,Scooters
1221,Kymco Super 8 125,0,kymco,Kymco Super 8 125,125,Class 2B,Scooters
1222,Kymco X-Town 300i ABS,0,kymco,Kymco X-Town 300i ABS,276,Class 2A,Scooters
1223,Kymco Xciting 400I,0,kymco,Kymco Xciting 400I,399,Class 2A,Scooters
1224,Kymco Xciting 500 RI,0,kymco,Kymco Xciting 500 RI,498,Class 2,Scooters
1225,Lambretta V200 Special,0,lambretta,Lambretta V200 Special,169,Class 2B,Scooters
1226,Lexmoto Adrenaline 125,0,lexmoto,Lexmoto Adrenaline 125,125,Class 2B,Super Motards
1227,Lexmoto Chieftain 125,0,lexmoto,Lexmoto Chieftain 125,125,Class 2B,Scooters
1228,Lexmoto Diablo 125,0,lexmoto,Lexmoto Diablo 125,125,Class 2B,Scooters
1229,Lexmoto Enigma 125,0,lexmoto,Lexmoto Enigma 125,125,Class 2B,Scooters
1230,Lexmoto Falcon 125,0,lexmoto,Lexmoto Falcon 125,124,Class 2B,Sport Bikes
1231,Lexmoto Kiden Aquarius 125,0,lexmoto,Lexmoto Kiden Aquarius 125,124,Class 2B,Street Bikes
1232,Lexmoto Kiden Aries 125,0,lexmoto,Lexmoto Kiden Aries 125,124,Class 2B,Street Bikes
1233,Lexmoto Kiden Pisces 125,0,lexmoto,Lexmoto Kiden Pisces 125,124,Class 2B,Street Bikes
1234,Lexmoto LXR 125,0,lexmoto,Lexmoto LXR 125,125,Class 2B,Sport Bikes
1235,Lexmoto Matador 125,0,lexmoto,Lexmoto Matador 125,125,Class 2B,Scooters
1236,Lexmoto Michigan 125,0,lexmoto,Lexmoto Michigan 125,125,Class 2B,Cruiser
1237,Lexmoto Milano 125,0,lexmoto,Lexmoto Milano 125,125,Class 2B,Scooters
1238,Lexmoto Monza 125,0,lexmoto,Lexmoto Monza 125,125,Class 2B,Scooters
1239,Lexmoto Riviera 125,0,lexmoto,Lexmoto Riviera 125,125,Class 2B,Scooters
1240,Lexmoto Tekken 125,0,lexmoto,Lexmoto Tekken 125,124,Class 2B,Super Motards
1241,Lexmoto Tempest 125,0,lexmoto,Lexmoto Tempest 125,125,Class 2B,Street Bikes
1242,Lexmoto Titan 125,0,lexmoto,Lexmoto Titan 125,125,Class 2B,Scooters
1243,Lexmoto Urban 125,0,lexmoto,Lexmoto Urban 125,125,Class 2B,Scooters
1244,Lexmoto Valiant 125,0,lexmoto,Lexmoto Valiant 125,125,Class 2B,Street Bikes
1245,Lexmoto Valletta 125,0,lexmoto,Lexmoto Valletta 125,125,Class 2B,Scooters
1246,Lexmoto Venom 125,0,lexmoto,Lexmoto Venom 125,124,Class 2B,Street Bikes
1247,Lexmoto Vienna 125,0,lexmoto,Lexmoto Vienna 125,125,Class 2B,Scooters
1248,Lexmoto Viper 125,0,lexmoto,Lexmoto Viper 125,124,Class 2B,Sport Tourers
1249,Lexmoto ZSX-F 125,0,lexmoto,Lexmoto ZSX-F 125,125,Class 2B,Street Bikes
1250,Lexmoto ZSX-R 125,0,lexmoto,Lexmoto ZSX-R 125,125,Class 2B,Street Bikes
1251,Megelli Motard 250M,0,megelli,Megelli Motard 250M,250,Class 2A,Super Motards
1252,Megelli Naked 250S,0,megelli,Megelli Naked 250S,250,Class 2A,Street Bikes
1253,Megelli Sport 250R,0,megelli,Megelli Sport 250R,250,Class 2A,Sport Bikes
1254,Modenas Elegan 250,0,modenas,Modenas Elegan 250,249,Class 2A,Scooters
1255,Modenas GT135,0,modenas,Modenas GT135,130,Class 2B,Cubs
1256,Modenas Karisma 125,0,modenas,Modenas Karisma 125,125,Class 2B,Scooters
1257,Moto Guzzi Audace,0,moto guzzi,Moto Guzzi Audace,1380,Class 2,Cruiser
1258,Moto Guzzi California 1400 Touring,0,moto guzzi,Moto Guzzi California 1400 Touring,1380,Class 2,Cruiser
1259,Moto Guzzi Eldorado,0,moto guzzi,Moto Guzzi Eldorado,1380,Class 2,Cruiser
1260,Moto Guzzi MGX-21 Flying Fortress,0,moto guzzi,Moto Guzzi MGX-21 Flying Fortress,1380,Class 2,Cruiser
1261,Moto Guzzi V7 III Carbon Dark,0,moto guzzi,Moto Guzzi V7 III Carbon Dark,744,Class 2,Street Bikes
1262,Moto Guzzi V7 III Milano,0,moto guzzi,Moto Guzzi V7 III Milano,744,Class 2,Street Bikes
1263,Moto Guzzi V7 III Racer,0,moto guzzi,Moto Guzzi V7 III Racer,744,Class 2,Street Bikes
1264,Moto Guzzi V7 III Rough,0,moto guzzi,Moto Guzzi V7 III Rough,744,Class 2,Street Bikes
1265,Moto Guzzi V7 III Special,0,moto guzzi,Moto Guzzi V7 III Special,744,Class 2,Street Bikes
1266,Moto Guzzi V7 IlI Stone,0,moto guzzi,Moto Guzzi V7 IlI Stone,744,Class 2,Street Bikes
1267,Moto Guzzi V9 Bobber,0,moto guzzi,Moto Guzzi V9 Bobber,853,Class 2,Street Bikes
1268,Moto Guzzi V9 Roamer,0,moto guzzi,Moto Guzzi V9 Roamer,853,Class 2,Street Bikes
1269,Mutt Akita 125,0,mutt,Mutt Akita 125,125,Class 2B,Street Bikes
1270,Mutt Akita 125,0,mutt,Mutt Akita 125,125,Class 2B,Street Bikes
1271,Mutt Fat Sabbath 125,0,mutt,Mutt Fat Sabbath 125,125,Class 2B,Street Bikes
1272,Mutt Fat Sabbath 125 Bronze,0,mutt,Mutt Fat Sabbath 125 Bronze,125,Class 2B,Street Bikes
1273,Mutt GT-SS 125,0,mutt,Mutt GT-SS 125,125,Class 2B,Street Bikes
1274,Mutt GT-SS 250,0,mutt,Mutt GT-SS 250,250,Class 2A,Street Bikes
1275,Mutt Hilts Green 125,0,mutt,Mutt Hilts Green 125,125,Class 2B,Street Bikes
1276,Mutt Hilts Green 250,0,mutt,Mutt Hilts Green 250,250,Class 2A,Street Bikes
1277,Mutt Hilts Grey 125,0,mutt,Mutt Hilts Grey 125,125,Class 2B,Street Bikes
1278,Mutt Hilts Grey 250,0,mutt,Mutt Hilts Grey 250,250,Class 2A,Street Bikes
1279,Mutt Mastiff 125,0,mutt,Mutt Mastiff 125,125,Class 2B,Street Bikes
1280,Mutt Mastiff 250,0,mutt,Mutt Mastiff 250,250,Class 2A,Street Bikes
1281,Mutt Mauler 125,0,mutt,Mutt Mauler 125,125,Class 2B,Street Bikes
1282,Mutt Mongrel 125,0,mutt,Mutt Mongrel 125,125,Class 2B,Street Bikes
1283,Mutt Mongrel 250,0,mutt,Mutt Mongrel 250,250,Class 2A,Street Bikes
1284,Mutt New Imperial Tracker 125,0,mutt,Mutt New Imperial Tracker 125,125,Class 2B,Street Bikes
1285,Mutt Razorback 125,0,mutt,Mutt Razorback 125,125,Class 2B,Street Bikes
1286,Mutt RS-13 125,0,mutt,Mutt RS-13 125,125,Class 2B,Street Bikes
1287,Mutt RS-13 250,0,mutt,Mutt RS-13 250,250,Class 2A,Street Bikes
1288,Mutt Sabbath 250,0,mutt,Mutt Sabbath 250,250,Class 2A,Street Bikes
1289,Mutt Super 4 Blue 125,0,mutt,Mutt Super 4 Blue 125,125,Class 2B,Street Bikes
1290,Mutt Super 4 Gold 125,0,mutt,Mutt Super 4 Gold 125,125,Class 2B,Street Bikes
1291,Mutt Super 6 125,0,mutt,Mutt Super 6 125,125,Class 2B,Street Bikes
1292,MV Agusta Brutale 1000 RS,0,mv agusta,MV Agusta Brutale 1000 RS,998,Class 2,Street Bikes
1293,MV Agusta Brutale 800,0,mv agusta,MV Agusta Brutale 800,798,Class 2,Street Bikes
1294,MV Agusta Brutale 800 Dragster,0,mv agusta,MV Agusta Brutale 800 Dragster,798,Class 2,Street Bikes
1295,MV Agusta Brutale 800 Dragster RR,0,mv agusta,MV Agusta Brutale 800 Dragster RR,798,Class 2,Street Bikes
1296,MV Agusta Brutale 800 Dragster RR LH44,0,mv agusta,MV Agusta Brutale 800 Dragster RR LH44,798,Class 2,Street Bikes
1297,MV Agusta Brutale 800 RC,0,mv agusta,MV Agusta Brutale 800 RC,798,Class 2,Street Bikes
1298,MV Agusta Brutale 800 RR,0,mv agusta,MV Agusta Brutale 800 RR,798,Class 2,Street Bikes
1299,MV Agusta Brutale 800 RR LH44,0,mv agusta,MV Agusta Brutale 800 RR LH44,798,Class 2,Street Bikes
1300,MV Agusta Brutale 800 RR Pirelli,0,mv agusta,MV Agusta Brutale 800 RR Pirelli,798,Class 2,Street Bikes
1301,MV Agusta Dragster 800 RC,0,mv agusta,MV Agusta Dragster 800 RC,798,Class 2,Street Bikes
1302,MV Agusta Dragster 800 RR,0,mv agusta,MV Agusta Dragster 800 RR,798,Class 2,Street Bikes
1303,MV Agusta Dragster 800 RR America,0,mv agusta,MV Agusta Dragster 800 RR America,798,Class 2,Street Bikes
1304,MV Agusta F3 675,0,mv agusta,MV Agusta F3 675,675,Class 2,Sport Bikes
1305,MV Agusta F3 675 RC,0,mv agusta,MV Agusta F3 675 RC,675,Class 2,Sport Bikes
1306,MV Agusta F3 800,0,mv agusta,MV Agusta F3 800,798,Class 2,Sport Bikes
1307,MV Agusta F3 800 RC,0,mv agusta,MV Agusta F3 800 RC,798,Class 2,Sport Bikes
1308,MV Agusta F3 800 Rosso,0,mv agusta,MV Agusta F3 800 Rosso,798,Class 2,Sport Bikes
1309,MV Agusta F4,0,mv agusta,MV Agusta F4,998,Class 2,Sport Bikes
1310,MV Agusta F4 LH44,0,mv agusta,MV Agusta F4 LH44,998,Class 2,Sport Bikes
1311,MV Agusta F4RC,0,mv agusta,MV Agusta F4RC,998,Class 2,Sport Bikes
1312,MV Agusta F4RR,0,mv agusta,MV Agusta F4RR,998,Class 2,Sport Bikes
1313,MV Agusta Rush 1000,0,mv agusta,MV Agusta Rush 1000,998,Class 2,Street Bikes
1314,MV Agusta RVS,0,mv agusta,MV Agusta RVS,798,Class 2,Street Bikes
1315,MV Agusta Superveloce 800,0,mv agusta,MV Agusta Superveloce 800,798,Class 2,Sport Bikes
1316,MV Agusta Turismo Veloce 800,0,mv agusta,MV Agusta Turismo Veloce 800,798,Class 2,Sport Tourers
1317,MV Agusta Turismo Veloce 800 Lusso SCS,0,mv agusta,MV Agusta Turismo Veloce 800 Lusso SCS,798,Class 2,Super Motards
1318,MV Agusta Turismo Veloce Lusso 800,0,mv agusta,MV Agusta Turismo Veloce Lusso 800,798,Class 2,Sport Tourers
1319,MV Agusta Turismo Veloce RC,0,mv agusta,MV Agusta Turismo Veloce RC,798,Class 2,Sport Tourers
1320,Norton Commando 961 Cafe Racer,0,norton,Norton Commando 961 Cafe Racer,961,Class 2,Classic Bikes
1321,Norton Commando 961 Sport,0,norton,Norton Commando 961 Sport,961,Class 2,Classic Bikes
1322,Norton Dominator,0,norton,Norton Dominator,961,Class 2,Classic Bikes
1323,Norton V4 RR,0,norton,Norton V4 RR,1200,Class 2,Sport Bikes
1324,Peugeot Django 150,0,peugeot,Peugeot Django 150,150,Class 2B,Scooters
1325,Peugeot Geopolis RS300,0,peugeot,Peugeot Geopolis RS300,278,Class 2A,Scooters
1326,Peugeot Metropolis 400,0,peugeot,Peugeot Metropolis 400,399,Class 2A,Three Wheeler
1327,Peugeot Speedfight 125,0,peugeot,Peugeot Speedfight 125,125,Class 2B,Scooters
1328,Peugeot Tweet 150,0,peugeot,Peugeot Tweet 150,150,Class 2B,Scooters
1329,Peugeot Vivacity 125,0,peugeot,Peugeot Vivacity 125,124,Class 2B,Scooters
1330,PGO G-Max 220 EFI,0,pgo,PGO G-Max 220 EFI,220,Class 2A,Scooters
1331,PGO I ME 150 Wel Bike,0,pgo,PGO I ME 150 Wel Bike,147,Class 2B,Three Wheeler
1332,PGO Libra 125 EFI,0,pgo,PGO Libra 125 EFI,149,Class 2B,Scooters
1333,PGO X-Hot 150 EFI,0,pgo,PGO X-Hot 150 EFI,149,Class 2B,Scooters
1334,Piaggio Beverly 300,0,piaggio,Piaggio Beverly 300,278,Class 2A,Scooters
1335,Piaggio Liberty 125,0,piaggio,Piaggio Liberty 125,124,Class 2B,Scooters
1336,Piaggio Liberty 150,0,piaggio,Piaggio Liberty 150,255,Class 2B,Scooters
1337,Piaggio Medley 125,0,piaggio,Piaggio Medley 125,125,Class 2B,Scooters
1338,Piaggio Medley 150,0,piaggio,Piaggio Medley 150,155,Class 2B,Scooters
1339,Piaggio MP3 500 Sport,0,piaggio,Piaggio MP3 500 Sport,493,Class 2,Three Wheeler
1340,Piaggio MP3 Business 500 HPE,0,piaggio,Piaggio MP3 Business 500 HPE,493,Class 2,Three Wheeler
1341,Piaggio MP3 Yourban 300,0,piaggio,Piaggio MP3 Yourban 300,278,Class 2A,Three Wheeler
1342,Qingqi QM125,0,qingqi,Qingqi QM125,199,Class 2B,Classic Bikes
1343,Qooder Quadro,0,qooder,Qooder Quadro,399,Class 2A,Three Wheeler
1344,Regal-Raptor Bobber DD350E-2,0,regal-raptor,Regal-Raptor Bobber DD350E-2,320,Class 2A,Cruiser
1345,Regal-Raptor Chopper DD350E-9B,0,regal-raptor,Regal-Raptor Chopper DD350E-9B,320,Class 2A,Cruiser
1346,Regal-Raptor SPT DD350G,0,regal-raptor,Regal-Raptor SPT DD350G,320,Class 2A,Street Bikes
1347,Regal-Raptor Spyder DD350E-6,0,regal-raptor,Regal-Raptor Spyder DD350E-6,320,Class 2A,Cruiser
1348,Rieju Century 125,0,rieju,Rieju Century 125,125,Class 2B,Street Bikes
1349,Rieju Marathon 125 SM PRO,0,rieju,Rieju Marathon 125 SM PRO,125,Class 2B,Super Motards
1350,Rieju Marathon 200 SM PRO,0,rieju,Rieju Marathon 200 SM PRO,200,Class 2B,Super Motards
1351,Rieju Marathon Pro 125,0,rieju,Rieju Marathon Pro 125,124,Class 2B,Super Motards
1352,Rieju Marathon Pro 200,0,rieju,Rieju Marathon Pro 200,200,Class 2B,Scrambler/Dirt Bike
1353,Rieju Tango 125,0,rieju,Rieju Tango 125,125,Class 2B,Street Bikes
1354,Royal Alloy GP200,0,royal alloy,Royal Alloy GP200,181,Class 2B,Scooters
1355,Royal Alloy GT200,0,royal alloy,Royal Alloy GT200,181,Class 2B,Scooters
1356,Royal Alloy TG200,0,royal alloy,Royal Alloy TG200,181,Class 2B,Scooters
1357,Royal Alloy TG300,0,royal alloy,Royal Alloy TG300,278,Class 2A,Scooters
1358,Royal Enfield Bullet 350,0,royal enfield,Royal Enfield Bullet 350,346,Class 2A,Street Bikes
1359,Royal Enfield Bullet 500,0,royal enfield,Royal Enfield Bullet 500,499,Class 2,Street Bikes
1360,Royal Enfield Classic 350,0,royal enfield,Royal Enfield Classic 350,346,Class 2A,Street Bikes
1361,Royal Enfield Classic 500,0,royal enfield,Royal Enfield Classic 500,499,Class 2,Street Bikes
1362,Royal Enfield Classic 500 Chrome,0,royal enfield,Royal Enfield Classic 500 Chrome,499,Class 2,Street Bikes
1363,Royal Enfield Classic 500 Desert Storm,0,royal enfield,Royal Enfield Classic 500 Desert Storm,499,Class 2,Street Bikes
1364,Royal Enfield Classic 500 Squadron Blue,0,royal enfield,Royal Enfield Classic 500 Squadron Blue,499,Class 2,Street Bikes
1365,Royal Enfield Continental GT,0,royal enfield,Royal Enfield Continental GT,648,Class 2,Street Bikes
1366,Royal Enfield Himalayan,0,royal enfield,Royal Enfield Himalayan,411,Class 2,Sport Tourers
1367,Royal Enfield Interceptor,0,royal enfield,Royal Enfield Interceptor,648,Class 2,Street Bikes
1368,Royal Enfield Meteor 350,0,royal enfield,Royal Enfield Meteor 350,349,Class 2A,Cruiser
1369,Royal Enfield Thunderbird 350,0,royal enfield,Royal Enfield Thunderbird 350,346,Class 2A,Street Bikes
1370,Royal Enfield Thunderbird 500,0,royal enfield,Royal Enfield Thunderbird 500,499,Class 2,Street Bikes
1371,Scomadi TL125 Turismo Leggera,0,scomadi,Scomadi TL125 Turismo Leggera,124,Class 2B,Scooters
1372,Scomadi TL200 Turismo Leggera,0,scomadi,Scomadi TL200 Turismo Leggera,181,Class 2B,Scooters
1373,Suzuki Address 110,0,suzuki,Suzuki Address 110,113,Class 2B,Scooters
1374,Suzuki Boulevard C50,0,suzuki,Suzuki Boulevard C50,805,Class 2,Cruiser
1375,Suzuki Boulevard C90,0,suzuki,Suzuki Boulevard C90,1462,Class 2,Cruiser
1376,Suzuki Boulevard M109R,0,suzuki,Suzuki Boulevard M109R,1783,Class 2,Cruiser
1377,Suzuki Boulevard M90,0,suzuki,Suzuki Boulevard M90,1462,Class 2,Cruiser
1378,Suzuki Boulevard S40,0,suzuki,Suzuki Boulevard S40,652,Class 2,Cruiser
1379,Suzuki Burgman 125,0,suzuki,Suzuki Burgman 125,125,Class 2B,Scooters
1380,Suzuki Burgman 200 ABS,0,suzuki,Suzuki Burgman 200 ABS,200,Class 2B,Scooters
1381,Suzuki Burgman 400 ABS,0,suzuki,Suzuki Burgman 400 ABS,400,Class 2A,Scooters
1382,Suzuki Burgman 650,0,suzuki,Suzuki Burgman 650,638,Class 2,Scooters
1383,Suzuki DR125SM,0,suzuki,Suzuki DR125SM,124,Class 2B,Super Motards
1384,Suzuki DR200S,0,suzuki,Suzuki DR200S,199,Class 2B,Scrambler/Dirt Bike
1385,Suzuki DR650SE,0,suzuki,Suzuki DR650SE,644,Class 2,Scrambler/Dirt Bike
1386,Suzuki DRZ250,0,suzuki,Suzuki DRZ250,249,Class 2A,Scrambler/Dirt Bike
1387,Suzuki DRZ400E,0,suzuki,Suzuki DRZ400E,398,Class 2A,Scrambler/Dirt Bike
1388,Suzuki GSR750,0,suzuki,Suzuki GSR750,749,Class 2,Street Bikes
1389,Suzuki GSX-8S,0,suzuki,Suzuki GSX-8S,776,Class 2,Street Bikes
1390,Suzuki GSX-R1000,0,suzuki,Suzuki GSX-R1000,1000,Class 2,Sport Bikes
1391,Suzuki GSX-R125,0,suzuki,Suzuki GSX-R125,124,Class 2B,Sport Bikes
1392,Suzuki GSX-R1300 Hayabusa,0,suzuki,Suzuki GSX-R1300 Hayabusa,1340,Class 2,Sport Bikes
1393,Suzuki GSX-R150,0,suzuki,Suzuki GSX-R150,147,Class 2B,Sport Bikes
1394,Suzuki GSX-R600,0,suzuki,Suzuki GSX-R600,599,Class 2,Sport Bikes
1395,Suzuki GSX-R750,0,suzuki,Suzuki GSX-R750,750,Class 2,Sport Bikes
1396,Suzuki GSX-S1000,0,suzuki,Suzuki GSX-S1000,999,Class 2,Street Bikes
1397,Suzuki GSX-S1000F,0,suzuki,Suzuki GSX-S1000F,999,Class 2,Sport Bikes
1398,Suzuki GSX-S1000GT,0,suzuki,Suzuki GSX-S1000GT,999,Class 2,Sport Tourers
1399,Suzuki GSX-S125,0,suzuki,Suzuki GSX-S125,124,Class 2B,Street Bikes
1400,Suzuki GSX-S150,0,suzuki,Suzuki GSX-S150,147,Class 2B,Sport Bikes
1401,Suzuki GSX-S750,0,suzuki,Suzuki GSX-S750,749,Class 2,Street Bikes
1402,Suzuki GSX-S750A,0,suzuki,Suzuki GSX-S750A,749,Class 2,Street Bikes
1403,Suzuki GSX-S750Z,0,suzuki,Suzuki GSX-S750Z,749,Class 2,Street Bikes
1404,Suzuki GSX-S750ZA,0,suzuki,Suzuki GSX-S750ZA,749,Class 2,Street Bikes
1405,Suzuki GSX250R,0,suzuki,Suzuki GSX250R,248,Class 2A,Sport Bikes
1406,Suzuki Hayabusa,0,suzuki,Suzuki Hayabusa,1340,Class 2,Sport Bikes
1407,Suzuki Inazuma GW250,0,suzuki,Suzuki Inazuma GW250,248,Class 2A,Street Bikes
1408,Suzuki Inazuma GW250F,0,suzuki,Suzuki Inazuma GW250F,248,Class 2A,Sport Bikes
1409,Suzuki Katana,0,suzuki,Suzuki Katana,999,Class 2,Street Bikes
1410,Suzuki SV650,0,suzuki,Suzuki SV650,645,Class 2,Street Bikes
1411,Suzuki SV650X,0,suzuki,Suzuki SV650X,645,Class 2,Street Bikes
1412,Suzuki TU250X,0,suzuki,Suzuki TU250X,249,Class 2A,Street Bikes
1413,Suzuki V-Strom 1000,0,suzuki,Suzuki V-Strom 1000,1037,Class 2,Sport Tourers
1414,Suzuki V-Strom 1050,0,suzuki,Suzuki V-Strom 1050,1037,Class 2,Sport Tourers
1415,Suzuki V-Strom 250,0,suzuki,Suzuki V-Strom 250,248,Class 2A,Sport Tourers
1416,Suzuki V-Strom 650 ABS,0,suzuki,Suzuki V-Strom 650 ABS,645,Class 2,Sport Tourers
1417,Suzuki V-Strom 650 XT ABS,0,suzuki,Suzuki V-Strom 650 XT ABS,645,Class 2,Sport Tourers
1418,Suzuki V-Strom 650X ABS EXP,0,suzuki,Suzuki V-Strom 650X ABS EXP,645,Class 2,Sport Tourers
1419,Suzuki V-Strom 650X ABS XA,0,suzuki,Suzuki V-Strom 650X ABS XA,645,Class 2,Sport Tourers
1420,Suzuki Van Van 200,0,suzuki,Suzuki Van Van 200,199,Class 2B,Street Bikes
1421,SYM Citycom 300i,0,sym,SYM Citycom 300i,262,Class 2A,Scooters
1422,SYM Com Biz 125,0,sym,SYM Com Biz 125,124,Class 2B,Scooters
1423,SYM Crox 125,0,sym,SYM Crox 125,124,Class 2B,Scooters
1424,SYM Crox 150,0,sym,SYM Crox 150,151,Class 2B,Scooters
1425,SYM Cruisym 250,0,sym,SYM Cruisym 250,249,Class 2A,Scooters
1426,SYM Cruisym 300,0,sym,SYM Cruisym 300,278,Class 2A,Scooters
1427,SYM DRGBT 160,0,sym,SYM DRGBT 160,158,Class 2B,Scooters
1428,SYM Fiddle 3 125,0,sym,SYM Fiddle 3 125,124,Class 2B,Scooters
1429,SYM Fiddle 3 200,0,sym,SYM Fiddle 3 200,169,Class 2B,Scooters
1430,SYM Fighter 150,0,sym,SYM Fighter 150,150,Class 2B,Scooters
1431,SYM GTS 200,0,sym,SYM GTS 200,180,Class 2B,Scooters
